Geneid,p_value,padj
MZT1,1.7275455222831862e-219,3.4644201816085776e-219
MZT2A,9.112396255227683e-189,1.599480150799437e-188
MZT2B,2.6712561979710645e-209,5.129952681798798e-209
N4BP1,0.0,0.0
N4BP2,4.2208714481926294e-212,8.204419098622802e-212
N4BP2L1,0.0,0.0
N4BP2L2,1.1885037793189766e-117,1.5694030176095502e-117
N4BP3,0.0,0.0
N6AMT1,1.5547363761991003e-263,3.8598501537209495e-263
NAA10,1.1180720789299876e-95,1.379111301043825e-95
NAA11,0.0,0.0
NAA15,3.569428026731778e-187,6.225004611988522e-187
NAA16,4.814395898700059e-167,7.777075083959178e-167
NAA20,2.3267534720874016e-125,3.160914086696975e-125
NAA25,6.102110871225764e-148,9.124236959287049e-148
NAA30,1.5087304118445978e-301,4.643364390096246e-301
NAA35,3.532218406308388e-282,9.690871852579163e-282
NAA38,2.611573990259862e-241,5.808431177718611e-241
NAA40,3.439049261751154e-241,7.643659639208279e-241
NAA50,2.9361658010991037e-308,9.416671041162524e-308
NAA60,0.0,0.0
NAAA,9.632074640775564e-254,2.271989412244817e-253
NAALAD2,1.0557210893959777e-90,1.2854684204480932e-90
NAALADL1,4.388608366719163e-287,1.2397953255870185e-286
NAALADL2,1.441695065194782e-106,1.8361316064301727e-106
NAALADL2-AS1,0.0,0.0
NAALADL2-AS2,0.0,0.0
NAALADL2-AS3,0.0,0.0
NAB1,2.7845680574592226e-247,6.379293030342402e-247
NAB2,8.43325220590347e-308,2.6952692780222304e-307
NABP1,4.823412078442788e-126,6.570867977875082e-126
NABP2,4.8502245605387343e-132,6.781125229648034e-132
NACA,5.114758582930003e-158,7.974686910908132e-158
NACA2,2.1599598596110756e-291,6.254674356393586e-291
NACAD,1.557801677376992e-239,3.4335464120168356e-239
NACC1,6.830481450313721e-210,1.3161352825510347e-209
NACC2,0.0,0.0
NADK,0.0,0.0
NADK2,2.4780102662576043e-108,3.17141236077349e-108
NADK2-AS1,3.8371507557741434e-110,4.946892827198828e-110
NADSYN1,2.002865521637003e-210,3.867000064584516e-210
NAE1,4.506860226082249e-139,6.484966554922673e-139
NAF1,2.754720856349658e-90,3.3494240070022457e-90
NAGA,3.350039235222832e-63,3.781873172432973e-63
NAGK,6.483931334079866e-112,8.410007043876675e-112
NAGLU,7.493994654201973e-115,9.806293430994386e-115
NAGPA,1.6250874232873596e-134,2.294475552447916e-134
NAGPA-AS1,5.537897986531393e-265,1.3842640673314383e-264
NAGS,6.713752058191101e-28,6.966085055781519e-28
NAIF1,5.5815759616666805e-289,1.5926410328592596e-288
NAIP,0.0,0.0
NALCN,1.3932261345432531e-86,1.675159983378968e-86
NALCN-AS1,7.048678965377148e-252,1.6486061001507867e-251
NALT1,3.3694762642851014e-218,6.714455730387759e-218
NAMA,4.11893334536854e-92,5.032066292251155e-92
NAMPT,4.6479152903781475e-71,5.361134294156929e-71
NANOG,0.0,0.0
NANOGNB,0.0,0.0
NANOGP8,0.0,0.0
NANOS1,2.851740200594332e-133,4.00820867947524e-133
NANOS2,0.0,0.0
NANOS3,9.079596821920509e-300,2.7640967503358164e-299
NANP,6.55075643601191e-169,1.0669539911059581e-168
NANS,2.6222873735639798e-191,4.6460595989947725e-191
NAP1L1,6.254320342763452e-144,9.191260073516674e-144
NAP1L2,6.3277030349584546e-111,8.182478779942908e-111
NAP1L3,3.5928156392533208e-62,4.04622320867582e-62
NAP1L4,9.675286541335165e-146,1.4327488894243686e-145
NAP1L5,3.1054717481035043e-243,6.966132261139427e-243
NAPA,7.175067332763279e-259,1.734916511967462e-258
NAPA-AS1,6.638039222476361e-195,1.1943905521904948e-194
NAPB,0.0,0.0
NAPEPLD,9.281805770497994e-73,1.074917237865026e-72
NAPG,5.070155520579897e-296,1.5085973210885441e-295
NAPRT,7.215930442855507e-261,1.765001407800969e-260
NAPSA,2.4963875755550455e-08,2.5087000802924085e-08
NAPSB,5.417185166760411e-70,6.233146990479346e-70
NARF,3.130592200705996e-290,9.003092034605901e-290
NARS2,5.1386806303021475e-198,9.373552751709448e-198
NASP,3.0522507229782834e-155,4.703187032917414e-155
NAT1,3.8801922858907283e-75,4.524336432206428e-75
NAT10,1.425882030702914e-138,2.047365629866161e-138
NAT14,1.1803502294826374e-162,1.8752679881043502e-162
NAT16,9.653880375955761e-222,1.9605798868837034e-221
NAT2,0.0,0.0
NAT8,4.471751999906014e-289,1.2773898020575194e-288
NAT8B,0.0,0.0
NAT8L,1.3864851610533008e-27,1.437041250926947e-27
NAT9,5.4629908707857334e-304,1.7073422262653827e-303
NATD1,0.0,0.0
NAV1,2.60406726801946e-99,3.2473620093635943e-99
NAV2,2.546885122173123e-50,2.7862531147445587e-50
NAV2-AS2,0.0,0.0
NAV2-AS3,0.0,0.0
NAV2-AS4,0.0,0.0
NAV2-AS5,0.0,0.0
NAV3,1.337349862626091e-37,1.419142887823345e-37
NAXD,0.0,0.0
NAXE,1.3908930297860999e-126,1.899852937695489e-126
NBAS,3.647154377000333e-213,7.121709980159076e-213
NBAT1,0.0,0.0
NBDY,9.24495232738369e-273,2.4103247920471308e-272
NBEA,5.696361397990403e-103,7.1786001547526575e-103
NBEAL1,4.935557766128095e-233,1.0552166589965017e-232
NBEAL2,1.0018868914202069e-249,2.3195016378138605e-249
NBEAP1,8.327942856323011e-308,2.6623515179669672e-307
NBL1,0.0,0.0
NBN,1.5760293002458862e-291,4.568361904678495e-291
NBPF1,5.9095214430424385e-235,1.2750522135189682e-234
NBPF10,1.5397038143728003e-150,2.3279577503361803e-150
NBPF11,1.2961437428907447e-150,1.960607945359471e-150
NBPF12,1.654988326732423e-147,2.4703047802066324e-147
NBPF13P,7.62290411203682e-220,1.5317659650509317e-219
NBPF14,2.2975309206817017e-151,3.484739915531983e-151
NBPF15,8.341956767948085e-142,1.2154487572790577e-141
NBPF19,1.2745849454216287e-116,1.6773960436346145e-116
NBPF20,9.529355713792688e-178,1.6021899076556363e-177
NBPF22P,0.0,0.0
NBPF25P,8.909289039850716e-224,1.8264399506145745e-223
NBPF26,6.894823191887523e-160,1.0827802276107929e-159
NBPF3,2.2259692071123526e-206,4.2181658456423704e-206
NBPF4,0.0,0.0
NBPF6,0.0,0.0
NBPF8,9.349465765084708e-146,1.3846783724129058e-145
NBPF9,4.365789377556052e-155,6.720011674612284e-155
NBR1,5.875647787246999e-246,1.3362397733462555e-245
NBR2,4.720680915824931e-138,6.764732520442722e-138
NCALD,1.4514498621229434e-272,3.781192761430035e-272
NCAM1,1.1415755630941148e-50,1.2499351229160594e-50
NCAM1-AS1,1.4025560276614655e-302,4.338633612908448e-302
NCAM2,1.651406734452355e-29,1.719907208306465e-29
NCAN,3.8389593891176805e-281,1.0463857106078546e-280
NCAPD2,2.7696585204655196e-195,4.99011016317381e-195
NCAPD3,2.313876479047882e-166,3.726545331113489e-166
NCAPG,7.6280434303151076e-208,1.4555616769399555e-207
NCAPG2,4.008099410165763e-256,9.561960503539169e-256
NCAPH,2.762892287244924e-205,5.211176539815445e-205
NCAPH2,1.607594506931261e-261,3.9438738335200162e-261
NCBP1,3.824744945551952e-256,9.126430472213508e-256
NCBP2,1.7183248143594e-252,4.0308416225991673e-252
NCBP2-AS1,8.680865325626231e-221,1.7541534426647213e-220
NCBP2L,2.3441281200808045e-207,4.4622741493791193e-207
NCBP3,0.0,0.0
NCCRP1,1.0721061298734537e-55,1.1887965485554997e-55
NCDN,1.3743043207642534e-280,3.734448563823459e-280
NCEH1,5.52618297336775e-45,5.966463623860215e-45
NCF1,4.9463604750429296e-129,6.820278091830664e-129
NCF1B,1.4000815760710785e-156,2.1695704810513198e-156
NCF1C,4.032925285950454e-134,5.684711141405856e-134
NCF2,4.490844524069611e-74,5.219181481105382e-74
NCF4,4.0215364380206744e-51,4.407456918744669e-51
NCF4-AS1,0.0,0.0
NCK1,0.0,0.0
NCK2,0.0,0.0
NCKAP1,8.571883959565618e-143,1.2533916949386433e-142
NCKAP1L,6.775001851257337e-81,8.021579894237835e-81
NCKAP5,4.15476803004765e-64,4.700013714136348e-64
NCKAP5L,4.0795383541829305e-299,1.2373506924872584e-298
NCKIPSD,0.0,0.0
NCL,8.503003999323212e-162,1.3470939522494849e-161
NCLN,2.2548412139763766e-286,6.345857977092299e-286
NCMAP,4.614269667678553e-09,4.6404710766415215e-09
NCOA1,4.1078385840915535e-158,6.405612973933215e-158
NCOA2,8.134026997528333e-168,1.3182081902660123e-167
NCOA3,9.706026197718807e-165,1.5545846760088892e-164
NCOA4,4.575763340608637e-165,7.337027310688296e-165
NCOA5,7.188112900992674e-265,1.7959751647580612e-264
NCOA6,3.457457225045065e-147,5.155397652317698e-147
NCOA7,5.125841349799141e-78,6.023753125652074e-78
NCOA7-AS1,0.0,0.0
NCOR1,3.90151236479387e-220,7.855568053083871e-220
NCOR1P1,0.0,0.0
NCOR2,2.8908664782069016e-273,7.563557931163147e-273
NCR1,1.5209530167960824e-238,3.338903724133581e-238
NCR2,0.0,0.0
NCR3,1.0353170173824012e-144,1.5264561352595035e-144
NCR3LG1,2.9080666888221755e-34,3.060954898209828e-34
NCRNA00250,0.0,0.0
NCS1,1.0332438221113305e-147,1.5432634291463687e-147
NCSTN,6.122979388699051e-226,1.2666260327529825e-225
NDC1,6.74644766768725e-149,1.0131772950285776e-148
NDC80,1.4680286401893115e-238,3.2233350573830545e-238
NDE1,1.2903300207043248e-134,1.8224991348197271e-134
NDEL1,0.0,0.0
NDFIP1,1.2676282284240435e-159,1.988409342637633e-159
NDFIP2,5.979036766663659e-165,9.582440659589592e-165
NDFIP2-AS1,0.0,0.0
NDN,0.0,0.0
NDNF,6.792698025238665e-82,8.062848859777029e-82
NDOR1,2.2962860498785616e-278,6.170598740943511e-278
NDP,1.0007934479117178e-199,1.8401428162210023e-199
NDP-AS1,0.0,0.0
NDRG1,4.9879541533307645e-148,7.461191295886663e-148
NDRG2,0.0,0.0
NDRG3,3.3282608589828577e-222,6.7730137897491e-222
NDRG4,0.0,0.0
NDST1,5.973475599704317e-254,1.4103086772722745e-253
NDST1-AS1,6.186062740503902e-306,1.9556214271229143e-305
NDST2,4.011972642837815e-300,1.224114207907472e-299
NDST3,0.0,0.0
NDST4,0.0,0.0
NDUFA1,1.378298950488202e-263,3.42255770449098e-263
NDUFA10,7.529351580010404e-245,1.701902520892986e-244
NDUFA11,1.6953349022857276e-297,5.097739426698e-297
NDUFA12,1.4361261676079344e-101,1.8023203359318152e-101
NDUFA13,6.205702693252539e-76,7.252428750289146e-76
NDUFA2,2.5729216301435614e-303,7.999857881488906e-303
NDUFA3,2.8765002510130115e-204,5.401561192343494e-204
NDUFA4,9.616038326286669e-96,1.186302665297242e-95
NDUFA4L2,1.662542163451574e-288,4.733906847799782e-288
NDUFA5,2.1826888927253854e-198,3.987165111560558e-198
NDUFA6,5.486571723900225e-77,6.430606158169354e-77
NDUFA7,5.615754162468792e-205,1.0577317067791348e-204
NDUFA8,2.142848328356329e-149,3.226745579599484e-149
NDUFA9,6.883503119220235e-137,9.804861161650994e-137
NDUFAB1,1.4089837001657678e-195,2.5419558621388997e-195
NDUFAF1,1.049300499204794e-185,1.8185242524419404e-185
NDUFAF2,3.0454660925110843e-127,4.172248679874759e-127
NDUFAF3,4.281073166116154e-141,6.214844172550967e-141
NDUFAF4,1.3709250334134156e-182,2.3448613007436657e-182
NDUFAF4P1,0.0,0.0
NDUFAF5,3.9059841670401137e-224,8.019562998210414e-224
NDUFAF6,6.62418580567039e-228,1.3833583128322455e-227
NDUFAF7,4.758299486557875e-244,1.0719675868738602e-243
NDUFAF8,3.131010696816252e-176,5.237839881094048e-176
NDUFB1,8.564070142553937e-166,1.3768532292588635e-165
NDUFB10,4.025338035799222e-261,9.855315071909963e-261
NDUFB11,4.3221080034708426e-287,1.2211586043921055e-286
NDUFB2,3.3167768145203644e-179,5.603571278068453e-179
NDUFB2-AS1,9.02593071977366e-210,1.737131395904612e-209
NDUFB3,7.031929691654008e-98,8.731227375324483e-98
NDUFB4,1.3717318911229566e-171,2.255588848822665e-171
NDUFB5,2.162108650946225e-140,3.130842111911062e-140
NDUFB6,4.129681678271243e-278,1.1083085553155042e-277
NDUFB7,6.919025285266752e-256,1.6482528522295054e-255
NDUFB8,1.415385372377751e-256,3.386100666419923e-256
NDUFB9,1.2327107641517446e-49,1.3460722140777694e-49
NDUFC1,1.7432478843238702e-269,4.463086766226263e-269
NDUFC2,0.0,0.0
NDUFS1,8.508926538554283e-221,1.7195604724275768e-220
NDUFS2,2.0654181823227438e-148,3.0947669028894213e-148
NDUFS3,1.0793469650362788e-163,1.7225261331527885e-163
NDUFS4,5.961057948882673e-201,1.1027430356345385e-200
NDUFS5,3.077108267115106e-161,4.860881011461969e-161
NDUFS6,1.2273671700417094e-139,1.770386024498203e-139
NDUFS7,6.638138311269538e-156,1.0258860013335338e-155
NDUFS8,2.171877431205763e-253,5.114062791581253e-253
NDUFV1,1.0782294756969767e-218,2.1542134196847612e-218
NDUFV2,1.7588509828472505e-122,2.363199406458631e-122
NDUFV2-AS1,6.885661948806176e-227,1.4308256381706986e-226
NDUFV3,3.1451749224662436e-163,5.008265261419378e-163
NEAT1,0.0,0.0
NEBL,1.3061224300942464e-137,1.8664450614752936e-137
NEBL-AS1,1.803364354233624e-65,2.0486831248766447e-65
NECAB1,2.8191892514418736e-290,8.111598765958222e-290
NECAB2,9.17813072275834e-178,1.5433631446157465e-177
NECAB3,2.4526840184084904e-277,6.55643757573866e-277
NECAP1,0.0,0.0
NECAP2,0.0,0.0
NECTIN1,1.3434521490017758e-92,1.6432024159911222e-92
NECTIN2,1.0612323547527702e-307,3.3884085058698907e-307
NECTIN3,2.5354328083611513e-134,3.576948834540879e-134
NECTIN4,4.258499556468629e-85,5.099479574979649e-85
NEDD1,7.46747763883292e-247,1.706343838393104e-246
NEDD4,3.7302667502805314e-172,6.148744391355882e-172
NEDD4L,4.550349212051733e-86,5.463456417307003e-86
NEDD8,0.0,0.0
NEDD9,1.135845622548848e-78,1.3377517833937632e-78
NEFH,3.0913683181002864e-226,6.402416493293244e-226
NEFL,1.2208535513237955e-40,1.3052673399433049e-40
NEFM,9.461933475361125e-126,1.2876148492033488e-125
NEGR1,5.026021129522889e-292,1.4616535365180623e-291
NEGR1-IT1,0.0,0.0
NEIL1,0.0,0.0
NEIL2,0.0,0.0
NEIL3,1.2033490348012947e-220,2.4303428225671062e-220
NEK1,1.607046624901261e-231,3.4086265768518316e-231
NEK10,5.616528088553912e-224,1.1524368836187975e-223
NEK11,5.262403771090314e-129,7.255184696142718e-129
NEK2,1.0599720714266976e-194,1.9055826479681646e-194
NEK3,1.29074140113441e-173,2.1392189763690367e-173
NEK4,2.497085578702759e-259,6.05379576329918e-259
NEK5,3.4779774565172235e-71,4.013681166801291e-71
NEK6,8.389481400041646e-09,8.436014314301387e-09
NEK7,3.961704009774819e-210,7.639386358547356e-210
NEK8,1.256415793800126e-89,1.5241157658827241e-89
NEK9,0.0,0.0
NELFA,0.0,0.0
NELFB,0.0,0.0
NELFCD,1.1233909584640808e-101,1.4102259106742814e-101
NELFE,1.816347730782966e-257,4.3607497553229416e-257
NELL1,2.2145108315032126e-131,3.085626808553012e-131
NELL2,1.2120110347623154e-54,1.3390921860150463e-54
NEMF,1.454153129124687e-241,3.238264981619769e-241
NEMP1,4.460716052717211e-259,1.0797258872767144e-258
NEMP2,7.070073370577911e-73,8.18943348011198e-73
NENF,2.452312062428343e-220,4.943703084261463e-220
NEO1,2.2245066367546253e-100,2.7833835554936415e-100
NEPRO,3.170610850939088e-151,4.8070686311090186e-151
NES,3.492461667915884e-36,3.692108794806709e-36
NET1,3.3507487586073857e-118,4.4314802354056206e-118
NETO1,3.621404142756486e-127,4.959800665208811e-127
NETO2,3.6758070360275196e-135,5.2004289785853265e-135
NEU1,8.748643492713969e-32,9.161683242802074e-32
NEU2,1.9279008105643372e-61,2.167699773523138e-61
NEU3,2.4787952712598994e-236,5.381084511171783e-236
NEU4,3.822547065404155e-82,4.539656658269215e-82
NEURL1,2.271776414010147e-52,2.498227069597823e-52
NEURL1B,0.0,0.0
NEURL2,4.342515078237254e-94,5.334083822094245e-94
NEURL3,1.0533693679751693e-33,1.1070283151479049e-33
NEURL4,0.0,0.0
NEUROD1,0.0,0.0
NEUROD2,2.0295811833779065e-118,2.686814464471764e-118
NEUROD4,0.0,0.0
NEUROD6,0.0,0.0
NEUROG1,0.0,0.0
NEUROG2,0.0,0.0
NEUROG3,0.0,0.0
NEXN,2.234766704923549e-91,2.7254234130070337e-91
NEXN-AS1,3.00489143961622e-43,3.2314161842935004e-43
NF1,5.952845644706965e-177,9.98094364431497e-177
NF1P2,0.0,0.0
NF2,7.399444134458405e-206,1.3988406416928346e-205
NFAM1,6.017888296023702e-23,6.189950863458261e-23
NFASC,1.4232450829246078e-177,2.3917082540877434e-177
NFAT5,6.38424030182821e-138,9.139510583180545e-138
NFATC1,9.636516256205853e-263,2.3836608324332142e-262
NFATC2,3.235622856536384e-32,3.3908502798768186e-32
NFATC2IP,0.0,0.0
NFATC3,4.801912781660079e-277,1.2809551602936122e-276
NFATC4,0.0,0.0
NFE2,4.0549258078151473e-79,4.780858859029903e-79
NFE2L1,4.46829558080848e-298,1.3479826710237743e-297
NFE2L2,2.4164033014670896e-270,6.2162312416735505e-270
NFE2L3,3.5503070886504175e-115,4.651583133732841e-115
NFE4,6.389479430090924e-246,1.4525214691786475e-245
NFIA,1.8609244991413328e-121,2.489884104383429e-121
NFIA-AS1,0.0,0.0
NFIA-AS2,8.218190219086734e-206,1.5531118082923168e-205
NFIB,1.8035579236798025e-254,4.270813291659341e-254
NFIC,0.0,0.0
NFIL3,0.0,0.0
NFIX,0.0,0.0
NFKB1,5.607555843195045e-142,8.175037404782038e-142
NFKB2,3.990070564584761e-186,6.925547280738751e-186
NFKBIA,1.9347790488929805e-200,3.5694192966115376e-200
NFKBIB,0.0,0.0
NFKBID,3.322443689641566e-184,5.722745830052175e-184
NFKBIE,8.550603449008295e-57,9.50599197537262e-57
NFKBIL1,7.6188852770408e-273,1.9875052642033463e-272
NFKBIZ,6.492866174608058e-149,9.751581918080622e-149
NFRKB,8.96262567854399e-232,1.9041754509808693e-231
NFS1,6.888921597418248e-237,1.4992960663480268e-236
NFU1,1.2641305323524263e-154,1.941391500592467e-154
NFX1,1.3870802873032135e-149,2.090608571279732e-149
NFXL1,7.974656219563213e-225,1.6417067668027845e-224
NFYA,3.997526210927322e-122,5.364518475280683e-122
NFYB,2.316703765714773e-184,3.9939938226744243e-184
NFYC,1.93120016862383e-279,5.21632481022936e-279
NFYC-AS1,1.8028401291029888e-109,2.3182681447901265e-109
NGB,0.0,0.0
NGDN,0.0,0.0
NGEF,1.550133712307439e-72,1.7943830363080178e-72
NGF,2.0744452429138825e-62,2.337952287084499e-62
NGFR,4.035784739458103e-240,8.921738630944154e-240
NGLY1,3.0789544957915847e-202,5.723847259677469e-202
NGRN,0.0,0.0
NHEG1,1.646960080032282e-133,2.316833193784033e-133
NHEJ1,3.6205245640771493e-159,5.672606843369329e-159
NHLH1,1.0644313677530138e-58,1.1896251546597442e-58
NHLH2,3.0023164100924057e-45,3.2437978895339066e-45
NHLRC1,3.6796113918485524e-30,3.838144913963715e-30
NHLRC2,4.172214241296193e-208,7.97054934381045e-208
NHLRC3,4.9543922725702024e-114,6.4658161026899634e-114
NHLRC4,3.3469100448355016e-35,3.529000589498653e-35
NHP2,2.3271806203248414e-148,3.486077202495716e-148
NHS,5.712816072986422e-117,7.525567986293591e-117
NHS-AS1,0.0,0.0
NHSL1,3.172392038294363e-126,4.327595348364108e-126
NHSL2,8.924774395616726e-194,1.5985997019190874e-193
NICN1,0.0,0.0
NID1,5.603796361084315e-117,7.382377262551081e-117
NID2,2.0619228905030012e-100,2.580093077768538e-100
NIF3L1,4.192430938837256e-136,5.953282961378376e-136
NIFK,7.185142001576654e-121,9.591298089303159e-121
NIFK-AS1,3.6074375472036205e-266,9.067428175416611e-266
NIM1K,3.183940743820238e-55,3.5250553801556624e-55
NIN,2.0078186076070507e-273,5.257365588712014e-273
NINJ1,2.4907056211639194e-261,6.107786369334122e-261
NINJ2,2.4669826404327177e-233,5.284194651904633e-233
NINL,4.793562743465918e-33,5.0320060459380515e-33
NIP7,4.071490430716736e-107,5.195189297097214e-107
NIPA1,4.145004233119356e-220,8.344371554021164e-220
NIPA2,1.8693039751157027e-131,2.605257549822272e-131
NIPAL1,5.7337269373375205e-55,6.3413069942001665e-55
NIPAL2,6.187992480065611e-308,1.9793322987084e-307
NIPAL3,3.834067073134775e-130,5.3149232519630955e-130
NIPAL4,9.511278410456238e-71,1.096528336699937e-70
NIPBL,1.5556095148060804e-210,3.0042235756496556e-210
NIPSNAP1,1.5165930075324884e-74,1.765320394612134e-74
NIPSNAP3A,5.939240784043623e-181,1.010083319632297e-180
NIPSNAP3B,1.5848091146233627e-44,1.7092301412351651e-44
NISCH,0.0,0.0
NIT1,2.4516010330579576e-265,6.138734332259534e-265
NIT2,4.9235241916518715e-104,6.223399450375662e-104
NKAIN1,1.3532411814262325e-07,1.358847963764559e-07
NKAIN2,6.567217353966524e-208,1.2539692515983185e-207
NKAIN3,0.0,0.0
NKAIN4,4.4796229970252544e-200,8.24846768102283e-200
NKAP,3.053603734865943e-190,5.386207951547803e-190
NKAPL,7.084795761214564e-104,8.950852590331657e-104
NKAPP1,1.5444283422600825e-192,2.7507479037824816e-192
NKD1,0.0,0.0
NKD2,3.8929868809253085e-161,6.146765186286127e-161
NKG7,4.493767786747987e-98,5.582717828850464e-98
NKILA,2.7446044879380795e-11,2.7687759597899636e-11
NKIRAS1,2.0881836898645734e-138,2.996842315990895e-138
NKIRAS2,0.0,0.0
NKPD1,7.259855138344929e-33,7.61785182322731e-33
NKRF,5.583469545598595e-210,1.0762143392035333e-209
NKTR,3.5392181047412634e-237,7.71802970672124e-237
NKX1-1,0.0,0.0
NKX1-2,2.5676211573770156e-21,2.6338565171507422e-21
NKX2-1,3.974107329478894e-128,5.462351331497944e-128
NKX2-1-AS1,8.099383637828897e-251,1.8845902867849676e-250
NKX2-2,0.0,0.0
NKX2-3,1.795788820010918e-184,3.097560817495608e-184
NKX2-4,0.0,0.0
NKX2-5,3.7615635589786874e-289,1.074919193023772e-288
NKX2-6,0.0,0.0
NKX2-8,8.450393467491063e-104,1.067379082705257e-103
NKX3-1,2.4738762302763765e-64,2.8010094086984653e-64
NKX3-2,1.6386506872907412e-240,3.631212071624834e-240
NKX6-1,1.6069296133070533e-116,2.1134438145082597e-116
NKX6-2,1.3954190953048112e-208,2.669779728294663e-208
